dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2012-06-22,3,1,6,0,5,1,1,0.76875,0.714967,0.57375,0.182842,964,4859.0,5823
2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2355,4801.0,7458
2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2355,4340.0,6891
2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640.0,6779
2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.4074545,0.343283,1077,6280.5,7442
2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.4074545,0.271775,1077,6258.0,7335
2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958.0,6879
2012-06-29,3,1,6,0,5,1,1,0.76875,0.714967,0.48875,0.165417,829,4634.0,5463
2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232.0,5687
2012-07-01,3,1,7,0,0,0,1,0.76875,0.714967,0.51875,0.168529,1421,4110.0,5531
2012-07-02,3,1,7,0,1,1,1,0.76875,0.702038,0.447083,0.195267,904,5323.0,6227
2012-07-03,3,1,7,0,2,1,1,0.76875,0.70265,0.492083,0.126237,1052,5608.0,6660
2012-07-04,3,1,7,1,3,0,1,0.76875,0.714967,0.53875,0.13495,2355,4841.0,7403
2012-07-05,3,1,7,0,4,1,1,0.76875,0.714967,0.457917,0.194029,1405,4836.0,6241
2012-07-06,3,1,7,0,5,1,1,0.76875,0.714967,0.450833,0.146142,1366,4841.0,6207
2012-07-07,3,1,7,0,6,0,1,0.76875,0.714967,0.492083,0.163554,1448,3392.0,4840
2012-07-08,3,1,7,0,0,0,1,0.76875,0.714967,0.57375,0.125629,1203,3469.0,4672
2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571.0,6569
2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336.0,6290
2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6280.5,7264
2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6280.5,7446
2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988.0,7499
2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614.0,6969
2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111.0,6031
2012-07-16,3,1,7,0,1,1,1,0.763333,0.714967,0.645,0.164187,1088,5742.0,6830
2012-07-17,3,1,7,0,2,1,1,0.76875,0.714967,0.505833,0.114429,921,5865.0,6786
2012-07-18,3,1,7,0,3,1,1,0.76875,0.714967,0.577083,0.137442,799,4914.0,5713
2012-07-19,3,1,7,0,4,1,1,0.76875,0.714642,0.600417,0.165429,888,5703.0,6591
2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123.0,5870
2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195.0,4459
2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2355,4866.0,7410
2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831.0,6966
2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6280.5,7576
2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6280.5,7576
2012-07-26,3,1,7,0,4,1,1,0.76875,0.714967,0.596667,0.284813,1036,5825.0,6861
2012-07-27,3,1,7,0,5,1,1,0.76875,0.714967,0.594583,0.152992,1259,5645.0,6904
2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451.0,6685
2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444.0,6597
2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065.0,7105
2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248.0,7216
2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6280.5,7576
2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278.0,7261
2012-08-03,3,1,8,0,5,1,2,0.765833,0.714967,0.6425,0.215792,1328,5847.0,7175
2012-08-04,3,1,8,0,6,0,1,0.76875,0.714967,0.613333,0.257458,2345,4479.0,6824
2012-08-05,3,1,8,0,0,0,1,0.76875,0.714967,0.6525,0.290421,1707,3757.0,5464
2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780.0,7013
2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995.0,7273
2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271.0,7534
2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090.0,7286
2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721.0,5786
2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052.0,6299
2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362.0,6544
2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676.0,6883
2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656.0,6784
2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149.0,7347
2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267.0,7576
2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665.0,7148
2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2355,5038.0,7576
2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341.0,4549
2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504.0,6530
2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.07961665000000001,1081,5925.0,7006
2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.07961665000000001,1094,6280.5,7375
2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6280.5,7576
2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.07961665000000001,1325,6257.0,7576
2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224.0,6053
2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772.0,5255
2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928.0,6917
2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105.0,7040
2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6280.5,7576
2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.07961665000000001,1172,6280.5,7576
2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917.0,7350
2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788.0,6140
2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.07961665000000001,2355,3197.0,5810
2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069.0,6034
2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997.0,6864
2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280.0,7112
2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592.0,6203
2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6280.5,7504
2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419.0,5976
2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2355,5657.0,7576
2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6280.5,7525
2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6280.5,7576
2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6280.5,7576
2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6280.5,7576
2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6280.5,7576
2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,2355,5554.0,7576
2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167.0,7333
2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847.0,6869
2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8685415000000001,0.343283,371,3702.0,4073
2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6280.5,7576
2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6280.5,7576
2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6280.5,7576
2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2355,5883.0,7576
2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2355,5453.0,7576
2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6280.5,7436
2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6280.5,7538
2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6280.5,7576
2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6280.5,7393
2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6280.5,7415
2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2355,5966.0,7576
2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874.0,6889
2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015.0,6778
2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.8685415000000001,0.104475,315,4324.0,4639
2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.07961665000000001,728,6280.5,7572
2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6280.5,7328
2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6280.5,7576
2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,2355,4934.0,7576
2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729.0,3510
2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604.0,5478
2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791.0,6392
2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6280.5,7576
2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6280.5,7570
2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222.0,7282
2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857.0,7109
2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559.0,6639
2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115.0,5875
2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6280.5,7534
2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6280.5,7461
2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6280.5,7509
2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671.0,5424
2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2355,5284.0,7576
2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692.0,6824
2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228.0,7058
2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6280.5,7466
2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.07961665000000001,795,6280.5,7576
2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6280.5,7359
2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262.0,7444
2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2355,5209.0,7576
2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.343283,998,3461.0,4459
2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.8685415000000001,0.343283,88,1177.5,1331
2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,88,1177.5,1331
2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147.0,5566
2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520.0,5986
2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229.0,5847
2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109.0,5138
2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906.0,5107
2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881.0,5259
2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220.0,5686
2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709.0,5035
2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.4074545,0.343283,340,4975.0,5315
2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283.0,5992
2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.07961665000000001,2090,4446.0,6536
2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562.0,6852
2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172.0,6269
2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767.0,4094
2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122.0,5495
2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125.0,5445
2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214.0,5698
2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316.0,5629
2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747.0,4669
2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050.0,5499
2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100.0,5634
2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531.0,5146
2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.07961665000000001,955,1470.0,2425
2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307.0,3910
2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.4074545,0.343283,532,1745.0,2277
2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115.0,2424
2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.07961665000000001,337,4750.0,5087
2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836.0,3959
2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062.0,5260
2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080.0,5323
2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.07961665000000001,362,5306.0,5668
2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.07961665000000001,951,4240.0,5191
2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757.0,4649
2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679.0,6234
2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055.0,6606
2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398.0,5729
2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035.0,5375
2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659.0,5008
2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.8685415000000001,0.101379,1153,4429.0,5582
2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.8685415000000001,0.157975,441,2787.0,3228
2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.8685415000000001,0.190308,329,4841.0,5170
2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219.0,5501
2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009.0,5319
2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107.0,5532
2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182.0,5611
2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280.0,5047
2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248.0,3786
2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.8685415000000001,0.0982583,212,4373.0,4585
2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124.0,5557
2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934.0,5267
2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814.0,4128
2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.343283,221,3402.0,3623
2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.343283,205,1544.0,1749
2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379.0,1787
2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.07961665000000001,174,1177.5,1331
2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,1177.5,1331
2012-12-26,1,1,12,0,3,1,3,0.243333,0.2206455,0.823333,0.316546,88,1177.5,1331
2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.343283,247,1867.0,2114
2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451.0,3095
2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182.0,1341
2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.343283,364,1432.0,1796
2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290.0,2729
