dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8.0,63,71.0
2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2.0,50,52.0
2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2.0,36,38.0
2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4.0,27,31.0
2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5.0,43,48.0
2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15.0,78,93.0
2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16.0,59,75.0
2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11.0,41,52.0
2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0.0,8,8.0
2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0.0,5,5.0
2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1.0,4,5.0
2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1.0,6,7.0
2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4.0,10,14.0
2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13.0,27,40.0
2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18.0,52,70.0
2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40.0,98,138.0
2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58.0,143,201.0
2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82.0,141,223.0
2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120.0,147,267.0
2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101.0,164,265.0
2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68.0,147,215.0
2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36.0,75,111.0
2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25.0,81,106.0
2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20.0,85,105.0
2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25.0,58,83.0
2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10.0,61,71.0
2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13.0,53,66.0
2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4.0,25,29.0
2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4179,8.0,31,39.0
2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1.0,11,12.0
2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4179,1.0,6,7.0
2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0.0,4,5.0
2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1.0,4,5.0
2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0.0,14,14.0
2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0.0,16,16.0
2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2.0,51,53.0
2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15.0,53,68.0
2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20.0,89,109.0
2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4179,33.0,142,175.0
2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41.0,161,202.0
2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26.0,150,176.0
2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10.0,141,151.0
2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4179,29.0,139,168.0
2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10.0,144,154.0
2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17.0,136,153.0
2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13.0,113,126.0
2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4.0,89,93.0
2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5.0,83,88.0
2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3.0,63,66.0
2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3.0,36,39.0
2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2.0,32,34.0
2012-01-03,1,1,1,0,0,2,1,1,0.2,0.2121,0.51,0.2537,0.0,13,13.0
2012-01-03,1,1,1,1,0,2,1,1,0.2,0.2121,0.55,0.2239,1.0,5,6.0
2012-01-03,1,1,1,2,0,2,1,1,0.2,0.2121,0.51,0.2537,0.0,4,5.0
2012-01-03,1,1,1,3,0,2,1,1,0.2,0.2121,0.55,0.2836,0.0,4,5.0
2012-01-03,1,1,1,4,0,2,1,1,0.2,0.2121,0.55,0.2537,0.0,5,5.0
2012-01-03,1,1,1,5,0,2,1,1,0.2,0.2121,0.54,0.194,0.0,12,12.0
2012-01-03,1,1,1,6,0,2,1,1,0.2,0.2121,0.59,0.2836,4.0,81,85.0
2012-01-03,1,1,1,7,0,2,1,1,0.2,0.2121,0.59,0.2537,2.0,168,170.0
2012-01-03,1,1,1,8,0,2,1,1,0.2,0.2121,0.55,0.2836,5.0,349,354.0
2012-01-03,1,1,1,9,0,2,1,1,0.2,0.2121,0.5,0.2836,8.0,145,153.0
2012-01-03,1,1,1,10,0,2,1,1,0.2,0.2121,0.47,0.4179,5.0,55,60.0
2012-01-03,1,1,1,11,0,2,1,1,0.2,0.2121,0.37,0.4179,12.0,63,75.0
2012-01-03,1,1,1,12,0,2,1,1,0.2,0.2121,0.37,0.4179,4.0,70,74.0
2012-01-03,1,1,1,13,0,2,1,1,0.2,0.2121,0.34,0.4179,5.0,68,73.0
2012-01-03,1,1,1,14,0,2,1,1,0.2,0.2121,0.43,0.4179,7.0,72,79.0
2012-01-03,1,1,1,15,0,2,1,1,0.2,0.2121,0.37,0.4179,9.0,68,77.0
2012-01-03,1,1,1,16,0,2,1,1,0.2,0.2121,0.39,0.4179,7.0,129,136.0
2012-01-03,1,1,1,17,0,2,1,1,0.2,0.2121,0.31,0.4179,4.0,241,245.0
2012-01-03,1,1,1,18,0,2,1,1,0.2,0.2121,0.31,0.4179,10.0,214,224.0
2012-01-03,1,1,1,19,0,2,1,1,0.2,0.2121,0.31,0.4179,4.0,152,156.0
2012-01-03,1,1,1,20,0,2,1,1,0.2,0.2121,0.33,0.2537,0.0,115,115.0
2012-01-03,1,1,1,21,0,2,1,1,0.2,0.2121,0.36,0.2239,2.0,66,68.0
2012-01-03,1,1,1,22,0,2,1,1,0.2,0.2121,0.46,0.2537,0.0,33,33.0
2012-01-03,1,1,1,23,0,2,1,1,0.2,0.2121,0.46,0.3881,0.0,18,18.0
2012-01-04,1,1,1,0,0,3,1,1,0.2,0.2121,0.42,0.3284,0.0,9,9.0
2012-01-04,1,1,1,1,0,3,1,1,0.2,0.2121,0.38,0.2985,0.0,4,5.0
2012-01-04,1,1,1,2,0,3,1,1,0.2,0.2121,0.34,0.2836,0.0,4,5.0
2012-01-04,1,1,1,3,0,3,1,1,0.2,0.2121,0.34,0.2836,0.0,4,5.0
2012-01-04,1,1,1,4,0,3,1,1,0.2,0.2121,0.41,0.194,0.0,4,5.0
2012-01-04,1,1,1,5,0,3,1,1,0.2,0.2121,0.41,0.194,0.0,14,14.0
2012-01-04,1,1,1,6,0,3,1,1,0.2,0.2121,0.41,0.1642,0.0,59,59.0
2012-01-04,1,1,1,7,0,3,1,1,0.2,0.2121,0.44,0.194,1.0,151,152.0
2012-01-04,1,1,1,8,0,3,1,1,0.2,0.2121,0.44,0.1343,5.0,310,315.0
2012-01-04,1,1,1,9,0,3,1,1,0.2,0.2121,0.45,0.1343,7.0,173,180.0
2012-01-04,1,1,1,10,0,3,1,1,0.2,0.2121,0.45,0.0,7.0,57,64.0
2012-01-04,1,1,1,11,0,3,1,2,0.2,0.2121,0.42,0.0896,6.0,40,46.0
2012-01-04,1,1,1,12,0,3,1,2,0.2,0.2121,0.46,0.194,9.0,75,84.0
2012-01-04,1,1,1,13,0,3,1,2,0.2,0.2121,0.43,0.2537,9.0,82,91.0
2012-01-04,1,1,1,14,0,3,1,2,0.2,0.2121,0.46,0.2537,6.0,69,75.0
2012-01-04,1,1,1,15,0,3,1,2,0.2,0.2121,0.37,0.3284,9.0,81,90.0
2012-01-04,1,1,1,16,0,3,1,2,0.2,0.2121,0.4,0.2836,8.0,123,131.0
2012-01-04,1,1,1,17,0,3,1,2,0.2,0.2121,0.4,0.194,9.0,272,281.0
2012-01-04,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9.0,280,289.0
2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2.0,182,184.0
2012-01-04,1,1,1,20,0,3,1,2,0.2,0.2121,0.4,0.194,2.0,121,123.0
2012-01-04,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2.0,88,90.0
2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4.0,48,52.0
2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0.0,32,32.0
2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1.0,13,14.0
2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0.0,5,5.0
2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0.0,4,5.0
2012-01-05,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0.0,4,5.0
2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0.0,5,5.0
2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0.0,26,26.0
2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0.0,78,78.0
2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3.0,212,215.0
2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11.0,377,388.0
2012-01-05,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7.0,220,227.0
2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5.0,81,86.0
2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6.0,78,84.0
2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6.0,114,120.0
2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6.0,112,118.0
2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13.0,104,117.0
2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6.0,113,119.0
2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19.0,178,197.0
2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19.0,393,412.0
2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9.0,374,383.0
2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10.0,255,265.0
2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5.0,172,177.0
2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9.0,88,97.0
2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1.0,70,71.0
2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4.0,56,60.0
2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1.0,24,25.0
2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2.0,6,8.0
2012-01-06,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2.0,4,5.0
2012-01-06,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1.0,4,5.0
2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0.0,4,5.0
2012-01-06,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0.0,13,13.0
2012-01-06,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1.0,69,70.0
2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4.0,201,205.0
2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11.0,436,447.0
2012-01-06,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4.0,237,241.0
2012-01-06,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14.0,102,116.0
2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8.0,130,138.0
2012-01-06,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23.0,168,191.0
2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16.0,188,204.0
2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26.0,152,178.0
2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.31,0.2537,44.0,178,222.0
2012-01-06,1,1,1,16,0,5,1,1,0.52,0.5,0.31,0.2836,35.0,259,294.0
2012-01-06,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20.0,456,476.0
2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.31,0.2537,28.0,391,419.0
2012-01-06,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11.0,261,272.0
2012-01-06,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14.0,163,177.0
2012-01-06,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17.0,137,154.0
2012-01-06,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12.0,123,135.0
2012-01-06,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13.0,88,101.0
2012-01-07,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2.0,77,79.0
2012-01-07,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6.0,56,62.0
2012-01-07,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2.0,36,38.0
2012-01-07,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1.0,19,20.0
2012-01-07,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1.0,9,10.0
2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2.0,7,9.0
2012-01-07,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0.0,7,7.0
2012-01-07,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0.0,20,20.0
2012-01-07,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0.0,64,64.0
2012-01-07,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14.0,116,130.0
2012-01-07,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43.0,160,203.0
2012-01-07,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74.0,250,324.0
2012-01-07,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100.0,276,376.0
2012-01-07,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,138.09999999999854,296,445.0
2012-01-07,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,138.09999999999854,356,512.0
2012-01-07,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132.0,317,449.0
2012-01-07,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133.0,268,401.0
2012-01-07,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87.0,235,322.0
2012-01-07,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49.0,248,297.0
2012-01-07,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44.0,171,215.0
2012-01-07,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21.0,149,170.0
2012-01-07,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22.0,118,140.0
2012-01-07,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16.0,93,109.0
2012-01-07,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16.0,103,119.0
2012-01-08,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14.0,77,91.0
2012-01-08,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10.0,62,72.0
2012-01-08,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10.0,57,67.0
2012-01-08,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6.0,26,32.0
2012-01-08,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2.0,4,6.0
2012-01-08,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0.0,4,5.0
2012-01-08,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0.0,4,5.0
2012-01-08,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1.0,23,24.0
2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4.0,53,57.0
2012-01-08,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23.0,102,125.0
2012-01-08,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27.0,181,208.0
2012-01-08,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55.0,201,256.0
2012-01-08,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78.0,273,351.0
2012-01-08,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77.0,266,343.0
2012-01-08,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75.0,253,328.0
2012-01-08,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89.0,241,330.0
2012-01-08,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58.0,256,314.0
2012-01-08,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22.0,197,219.0
2012-01-08,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19.0,162,181.0
2012-01-08,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,8.0,104,112.0
2012-01-08,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,7.0,119,126.0
2012-01-08,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,10.0,81,91.0
2012-01-08,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4.0,54,58.0
2012-01-08,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0.0,30,30.0
2012-01-09,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3.0,12,15.0
2012-01-09,1,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,1.0,4,5.0
2012-01-09,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2.0,4,5.0
2012-01-09,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0.0,4,5.0
2012-01-09,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0.0,4,5.0
2012-01-09,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0.0,21,21.0
2012-01-09,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3.0,85,88.0
2012-01-09,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1.0,239,240.0
2012-01-09,1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,13.0,407,420.0
2012-01-09,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,9.0,188,197.0
2012-01-09,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,13.0,95,108.0
2012-01-09,1,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,6.0,82,88.0
2012-01-09,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,10.0,93,103.0
2012-01-09,1,1,1,13,0,1,1,2,0.26,0.2727,0.56,0.1045,3.0,77,80.0
2012-01-09,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5.0,45,50.0
2012-01-09,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5.0,64,69.0
2012-01-09,1,1,1,16,0,1,1,3,0.22,0.2576,0.87,0.0896,3.0,46,49.0
2012-01-09,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,5.0,147,152.0
2012-01-09,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,6.0,158,164.0
2012-01-09,1,1,1,19,0,1,1,3,0.2,0.2273,0.93,0.0896,3.0,187,190.0
2012-01-09,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,5.0,127,132.0
2012-01-09,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0.0,1.0,78,79.0
2012-01-09,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,8.0,54,62.0
2012-01-09,1,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,1.0,51,52.0
2012-01-10,1,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0.0,14,14.0
2012-01-10,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2.0,4,5.0
2012-01-10,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2.0,4,5.0
2012-01-10,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0.0,4,5.0
2012-01-10,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0.0,23,23.0
2012-01-10,1,1,1,6,0,2,1,2,0.2,0.2121,0.93,0.194,0.0,79,79.0
2012-01-10,1,1,1,7,0,2,1,2,0.2,0.2121,0.93,0.1642,3.0,219,222.0
2012-01-10,1,1,1,8,0,2,1,2,0.2,0.2121,0.93,0.1642,6.0,465,471.0
2012-01-10,1,1,1,9,0,2,1,2,0.2,0.2121,0.93,0.1642,11.0,184,195.0
2012-01-10,1,1,1,10,0,2,1,2,0.2,0.2121,0.93,0.1642,3.0,80,83.0
2012-01-10,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8.0,93,101.0
2012-01-10,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13.0,127,140.0
2012-01-10,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15.0,163,178.0
2012-01-10,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,10.0,96,106.0
2012-01-10,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17.0,119,136.0
2012-01-10,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15.0,225,240.0
2012-01-10,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14.0,446,460.0
2012-01-10,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13.0,372,385.0
2012-01-10,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11.0,270,281.0
2012-01-10,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10.0,190,200.0
2012-01-10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7.0,109,116.0
2012-01-10,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10.0,104,114.0
2012-01-10,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3.0,38,41.0
2012-01-11,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0.0,2.0,26,28.0
2012-01-11,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,1.0,6,7.0
2012-01-11,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0.0,5,5.0
2012-01-11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,0.0,4,5.0
2012-01-11,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0.0,4,5.0
2012-01-11,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,0.0,22,22.0
2012-01-11,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2.0,72,74.0
2012-01-11,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9.0,247,256.0
2012-01-11,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11.0,465,499.0
2012-01-11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7.0,218,225.0
2012-01-11,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,13.0,84,97.0
2012-01-11,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9.0,90,99.0
2012-01-11,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0.0,4.0,51,55.0
2012-01-11,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0.0,8.0,57,65.0
2012-01-11,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,3.0,70,73.0
2012-01-11,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6.0,73,79.0
2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6.0,112,118.0
2012-01-11,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,6.0,128,134.0
2012-01-11,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,2.0,96,98.0
2012-01-11,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,1.0,92,93.0
2012-01-11,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2.0,55,57.0
2012-01-11,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0.0,29,29.0
2012-01-11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,0.0,49,49.0
2012-01-11,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,0.0,9,9.0
2012-01-12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0.0,4,5.0
2012-01-12,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,0.0,4,5.0
2012-01-12,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1.0,4,5.0
2012-01-12,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,0.0,4,5.0
2012-01-12,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,0.0,4,5.0
2012-01-12,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,0.0,16,16.0
2012-01-12,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,1.0,88,89.0
2012-01-12,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,2.0,218,220.0
